FATALITIES,injuries,lat,lng,ped,bike
0,1,47.60540829,-122.3368909,1,0
0,1,47.62458297,-122.3567092,1,0
0,1,47.60797946,-122.3331039,1,0
0,1,47.61407001,-122.3234015,1,0
0,1,47.57835108,-122.3033251,1,0
0,1,47.52107001,-122.3767615,1,0
0,1,47.70096882,-122.3419517,1,0
0,1,47.57835004,-122.2981507,1,0
1,0,47.55123925,-122.2879208,1,0
0,1,47.57980945,-122.3290565,1,0
0,1,47.60901488,-122.3306308,1,0
0,1,47.61405656,-122.3340608,1,0
0,1,47.66490072,-122.3130742,1,0
0,0,47.65224596,-122.3544747,1,0
0,2,47.66207518,-122.3475176,1,0
0,1,47.67497937,-122.3173632,1,0
0,1,47.67602257,-122.3543532,1,0
0,1,47.55365689,-122.2802052,1,0
0,0,47.60898795,-122.3363316,1,0
0,2,47.70505121,-122.3446941,1,0
0,1,47.54625,-122.3261532,1,0
0,1,47.59928515,-122.3010606,1,0
0,0,47.61646659,-122.3497568,1,0
0,1,47.63232033,-122.3594351,1,0
0,1,47.59921009,-122.3141373,1,0
0,1,47.65062623,-122.3057203,1,0
0,1,47.61990775,-122.3208729,1,0
0,1,47.69065265,-122.3666282,1,0
0,1,47.55053597,-122.3015938,1,0
0,1,47.66136625,-122.3295679,1,0
0,3,47.66126937,-122.3131297,1,0
0,1,47.61298991,-122.3458616,1,0
0,1,47.69059513,-122.3553019,1,0
0,1,47.61207057,-122.3322441,1,0
0,1,47.66138479,-122.3445589,1,0
0,1,47.60491052,-122.3333664,1,0
0,1,47.55741244,-122.3342137,1,0
0,1,47.5729186,-122.2940056,1,0
0,1,47.54579039,-122.2753575,1,0
0,1,47.59918405,-122.3196386,1,0
0,1,47.52330727,-122.269986,1,0
0,1,47.5370423,-122.2812932,1,0
0,1,47.61862346,-122.2912672,1,0
0,2,47.62320916,-122.3384463,1,0
0,1,47.61346582,-122.3289131,1,0
0,1,47.55932199,-122.3861674,1,0
0,3,47.61204553,-122.348232,1,0
0,0,47.61873954,-122.3208545,1,0
0,1,47.55906623,-122.2856864,1,0
0,1,47.52165888,-122.2699954,1,0
0,1,47.60166513,-122.3010957,1,0
0,2,47.57931015,-122.3866214,1,0
0,1,47.66399489,-122.313088,1,0
0,1,47.61849176,-122.330723,1,0
0,1,47.66943836,-122.3141596,1,0
0,1,47.66494396,-122.3184379,1,0
0,1,47.62545228,-122.3553969,1,0
0,1,47.66503572,-122.3337187,1,0
0,1,47.61393023,-122.3278046,1,0
0,1,47.67596213,-122.3719527,1,0
0,1,47.62256665,-122.3230671,1,0
0,1,47.65865585,-122.3500102,1,0
0,1,47.55841253,-122.3868564,1,0
0,1,47.61521815,-122.3268042,1,0
0,0,47.5882269,-122.32844,1,0
0,1,47.58617012,-122.3290623,1,0
0,1,47.61849265,-122.326726,1,0
0,2,47.65836929,-122.3177801,1,0
0,1,47.66613265,-122.3814934,1,0
0,1,47.6136546,-122.3450019,1,0
0,1,47.54156277,-122.2826199,1,0
0,1,47.61074295,-122.3387015,1,0
0,1,47.66502782,-122.3549258,1,0
0,1,47.62214027,-122.3626951,1,0
0,1,47.6621407,-122.3539806,1,0
0,1,47.58454186,-122.3029095,1,0
0,1,47.60797946,-122.3331039,1,0
0,1,47.62255713,-122.3209152,1,0
0,1,47.6204809,-122.3222154,1,0
0,1,47.59031216,-122.3341955,1,0
0,2,47.65554291,-122.3268226,1,0
0,1,47.61972789,-122.3444499,1,0
0,0,47.61337517,-122.346513,1,0
0,1,47.6106779,-122.335574,1,0
0,1,47.7059898,-122.3554597,1,0
0,1,47.72289907,-122.2931937,1,0
0,1,47.62455805,-122.3462663,1,0
0,2,47.610018,-122.3428202,1,0
0,1,47.61851729,-122.3342549,1,0
0,1,47.67381803,-122.3762109,1,0
0,2,47.70856099,-122.3178522,1,0
0,1,47.57947494,-122.3133819,1,0
0,1,47.61528336,-122.337837,1,0
0,1,47.57981114,-122.3342008,1,0
0,3,47.54067186,-122.2780846,1,0
0,1,47.56305723,-122.3761903,1,0
0,1,47.61409447,-122.324458,1,0
0,1,47.61001651,-122.3211583,1,0
0,1,47.60455266,-122.3330393,1,0
0,1,47.59928515,-122.3010606,1,0
0,1,47.59979969,-122.3032877,1,0
0,1,47.73102707,-122.292342,1,0
0,1,47.66494396,-122.3184379,1,0
0,1,47.71918296,-122.2952898,1,0
0,1,47.68029317,-122.3258259,1,0
0,1,47.60875623,-122.3368846,1,0
0,1,47.54468257,-122.376445,1,0
0,1,47.68180516,-122.3553036,1,0
0,1,47.63898567,-122.3258934,1,0
0,1,47.66566689,-122.3130624,1,0
0,1,47.61405743,-122.3227595,1,0
0,1,47.55117602,-122.2776641,1,0
0,1,47.72109243,-122.296336,1,0
0,1,47.56472862,-122.3633139,1,0
0,1,47.72738031,-122.292226,1,0
0,1,47.6016673,-122.3023388,1,0
0,1,47.61849176,-122.330723,1,0
0,1,47.56175885,-122.2875459,1,0
0,1,47.53764263,-122.270433,1,0
0,1,47.61581795,-122.3208079,1,0
0,1,47.62459219,-122.3593215,1,0
0,1,47.61855017,-122.3424019,1,0
0,1,47.59923897,-122.3089678,1,0
0,2,47.59745463,-122.3289732,1,0
0,1,47.60791098,-122.3238345,1,0
0,1,47.60084904,-122.3141311,1,0
0,1,47.67834078,-122.3241688,1,0
0,1,47.61790838,-122.3462457,1,0
0,1,47.66138585,-122.3350724,1,0
0,1,47.66852575,-122.300619,1,0
0,1,47.62571435,-122.3567037,1,0
0,1,47.67684836,-122.3810475,1,0
0,1,47.52469335,-122.3604791,1,0
0,1,47.61526393,-122.3168542,1,0
0,1,47.62545228,-122.3553969,1,0
0,1,47.61523114,-122.3234155,1,0
0,1,47.61021404,-122.3366834,1,0
0,1,47.53008012,-122.3604505,1,0
0,1,47.61143896,-122.3370397,1,0
0,1,47.53238963,-122.2808009,1,0
0,1,47.67581493,-122.315658,1,0
0,1,47.68694191,-122.3552996,1,0
0,1,47.61523114,-122.3234155,1,0
0,1,47.52330727,-122.269986,1,0
0,1,47.53695788,-122.270274,1,0
0,1,47.60268128,-122.3141971,1,0
0,0,47.64939351,-122.3819856,1,0
0,1,47.59920483,-122.334188,1,0
0,1,47.61260646,-122.3452133,1,0
0,1,47.6556138,-122.3338216,1,0
0,1,47.53158241,-122.2699904,1,0
0,1,47.60485688,-122.3264167,1,0
0,1,47.6650174,-122.3305829,1,0
0,1,47.61294141,-122.3027104,1,0
0,1,47.58187088,-122.3147124,1,0
0,2,47.5561265,-122.2903919,1,0
0,1,47.51985502,-122.2686966,1,0
0,1,47.61359553,-122.3351727,1,0
0,1,47.54264807,-122.2923552,1,0
0,1,47.72289907,-122.2931937,1,0
0,0,47.6765544,-122.3173732,1,0
0,1,47.68965474,-122.3189524,1,0
0,1,47.60698478,-122.3411358,1,0
0,1,47.6079762,-122.2925803,1,0
0,1,47.59918613,-122.3224447,1,0
0,1,47.60862448,-122.324487,1,0
0,1,47.61216762,-122.3369375,1,0
0,1,47.6016673,-122.3023388,1,0
0,1,47.72380076,-122.2963702,1,0
0,1,47.52141079,-122.2699975,1,0
0,1,47.66945414,-122.3847426,1,0
0,1,47.70505121,-122.3446941,1,0
0,1,47.61271039,-122.3473724,1,0
0,1,47.59959637,-122.3303092,1,0
0,1,47.66864996,-122.3625695,1,0
0,1,47.60553646,-122.3224349,1,0
0,1,47.55234567,-122.3134829,1,0
0,1,47.59834756,-122.3224483,1,0
0,1,47.71297041,-122.301757,1,0
0,1,47.66127698,-122.3142858,1,0
0,1,47.61024514,-122.3382462,1,0
0,1,47.65693481,-122.3631784,1,0
0,1,47.6125019,-122.3430526,1,0
0,1,47.7155142,-122.2903915,1,0
0,1,47.68911277,-122.3445144,1,0
0,1,47.60776318,-122.3359758,1,0
0,1,47.61160635,-122.3333538,1,0
0,0,47.67172269,-122.3472584,1,0
0,1,47.66789135,-122.3762157,1,0
0,1,47.61853533,-122.3234586,1,0
0,1,47.63777472,-122.356934,1,0
0,0,47.58364724,-122.3003338,1,0
0,1,47.70396348,-122.3446812,1,0
0,2,47.67599026,-122.3805059,1,0
0,2,47.66131146,-122.3195673,1,0
0,1,47.60694126,-122.3367594,1,0
0,1,47.66495773,-122.3207029,1,0
0,1,47.6132329,-122.3294708,1,0
0,1,47.58297759,-122.3120892,1,0
0,1,47.60165452,-122.2959872,1,0
0,1,47.61298691,-122.3220935,1,0
0,1,47.59031253,-122.3332631,1,0
0,1,47.51991971,-122.2692612,1,0
0,2,47.61528347,-122.3348672,1,0
0,1,47.61523114,-122.3234155,1,0
0,1,47.60733042,-122.3386501,1,0
0,1,47.53795902,-122.2847256,1,0
0,1,47.56177281,-122.2849092,1,0
0,1,47.67308659,-122.3735787,1,0
0,1,47.55960794,-122.3046557,1,0
0,1,47.59918906,-122.3172228,1,0
0,1,47.52330258,-122.2681609,1,0
0,1,47.63972747,-122.3283557,1,0
0,1,47.61183729,-122.3439121,1,0
0,1,,,1,0
0,1,47.51735711,-122.3545981,1,0
0,2,47.58189673,-122.333267,1,0
0,1,47.67941565,-122.2903762,1,0
0,1,47.58617548,-122.3275405,1,0
0,1,47.64845787,-122.3819816,1,0
0,1,47.61120737,-122.337592,1,0
0,1,47.661319,-122.3207279,1,0
0,1,47.66491734,-122.3152387,1,0
0,1,47.58878392,-122.3290482,1,0
0,1,47.66138567,-122.3362943,1,0
1,0,47.63304489,-122.3761365,1,0
0,1,47.66490072,-122.3130742,1,0
0,1,47.59031216,-122.3341955,1,0
0,1,47.60394844,-122.3309521,1,0
0,1,47.52285348,-122.364537,1,0
0,1,47.60872335,-122.3353197,1,0
0,1,47.7176418,-122.2962014,1,0
0,1,47.63632535,-122.3426003,1,0
0,1,47.57981114,-122.3342008,1,0
0,1,47.61409443,-122.3181409,1,0
0,1,47.66144363,-122.3473385,1,0
0,1,47.59403973,-122.3341923,1,0
0,1,47.54466851,-122.3737572,1,0
0,1,47.60885599,-122.3239335,1,0
0,1,47.57438405,-122.3290592,1,0
0,1,47.661319,-122.3207279,1,0
0,1,47.60171758,-122.3311262,1,0
0,1,47.73212583,-122.3127241,1,0
0,0,47.61848878,-122.325633,1,0
0,1,47.67596368,-122.3853539,1,0
0,1,47.60000083,-122.308966,1,0
0,1,47.5647203,-122.3867716,1,0
0,1,47.61503572,-122.3443653,1,0
0,2,47.59828765,-122.3315808,1,0
0,1,47.61671639,-122.3353077,1,0
0,1,47.51736038,-122.3551649,1,0
0,1,47.61120737,-122.337592,1,0
0,1,47.57162809,-122.3486186,1,0
0,1,47.65414026,-122.3499054,1,0
0,1,47.56888238,-122.2899229,1,0
0,2,47.72321838,-122.3481953,1,0
0,1,47.72321155,-122.3449769,1,0
0,1,47.73395173,-122.3127486,1,0
0,1,47.56305723,-122.3761903,1,0
0,1,47.60726631,-122.3324513,1,0
0,1,47.60887338,-122.3262496,1,0
0,0,47.71963538,-122.3609574,1,0
0,0,47.72379376,-122.2928414,1,0
0,1,47.61522862,-122.3227747,1,0
0,1,47.59031216,-122.3341955,1,0
0,1,47.69862212,-122.3446177,1,0
0,1,47.59928129,-122.3022335,1,0
0,1,47.69586712,-122.3230636,1,0
0,1,47.66127698,-122.3142858,1,0
0,1,47.66138567,-122.3362943,1,0
0,1,47.66931502,-122.2767622,1,0
0,1,47.70504393,-122.3393119,1,0
0,1,47.70506547,-122.3493968,1,0
0,2,47.72731435,-122.347719,1,0
0,1,47.6758521,-122.3200531,1,0
0,1,47.52102178,-122.3658942,1,0
0,1,47.69421686,-122.3553395,1,0
0,1,47.55865579,-122.2854432,1,0
0,1,47.66056687,-122.3473369,1,0
0,1,47.67599645,-122.360695,1,0
0,1,47.60916022,-122.3326402,1,0
0,1,47.66006748,-122.3982634,1,0
0,1,47.65534016,-122.3121488,1,0
0,1,47.7341365,-122.3342759,1,0
0,1,47.64941987,-122.3427326,1,0
0,1,47.7050364,-122.3339297,1,0
0,1,47.70505121,-122.3446941,1,0
0,1,47.62832451,-122.3270999,1,0
0,1,47.70865452,-122.3326554,1,0
0,1,47.6085004,-122.2962504,1,0
0,1,47.66308365,-122.3119657,1,0
0,1,47.60398224,-122.3355865,1,0
0,1,47.61602597,-122.3470285,1,0
0,1,47.53888841,-122.2819884,1,0
0,1,47.66040323,-122.3486365,1,0
0,1,47.55123925,-122.2879208,1,0
0,1,47.60875623,-122.3368846,1,0
0,1,47.66641575,-122.3102142,1,0
0,1,47.61522187,-122.3250028,1,0
0,1,47.61294603,-122.3014172,1,0
0,0,47.60773005,-122.3313425,1,0
0,0,47.65980896,-122.3143244,1,0
0,1,47.60369752,-122.329187,1,0
0,1,47.72130257,-122.3235781,1,0
0,1,47.62110409,-122.3169464,1,0
0,1,47.67018719,-122.3875873,1,0
0,1,47.60378135,-122.3384241,1,0
0,1,47.60576977,-122.3218772,1,0
0,1,47.64180864,-122.3761647,1,0
0,1,47.61024514,-122.3382462,1,0
0,1,47.60721842,-122.3207524,1,0
0,1,47.5991886,-122.3237501,1,0
0,1,47.69561835,-122.3741034,1,0
0,1,47.54841215,-122.2903403,1,0
0,2,47.70468772,-122.3446898,1,0
0,1,47.61129551,-122.3400234,1,0
0,1,47.63701979,-122.305351,1,0
0,1,47.71927875,-122.2952331,1,0
0,0,47.60797946,-122.3331039,1,0
0,1,47.61300141,-122.330025,1,0
0,1,47.52280971,-122.3467269,1,0
0,0,47.71927875,-122.2952331,1,0
0,0,47.51984487,-122.2667643,1,0
0,0,47.67688002,-122.3645202,1,0
0,1,47.5189994,-122.2627951,1,0
0,1,47.63766086,-122.3761428,1,0
0,0,47.6967443,-122.3175856,1,0
0,1,47.58299527,-122.386479,1,0
0,1,47.70619885,-122.3232057,1,0
0,6,47.65212586,-122.3539448,1,0
0,1,47.56021698,-122.386804,1,0
0,1,47.65985017,-122.3177415,1,0
0,0,47.67684562,-122.382131,1,0
0,2,47.67598535,-122.3660234,1,0
0,0,47.60882096,-122.3400134,1,0
0,1,47.61558986,-122.3101512,1,0
0,1,47.60956945,-122.3245856,1,0
0,1,47.67759282,-122.3006187,1,0
0,1,47.60487637,-122.3287335,1,0
0,0,47.71927875,-122.2952331,1,0
0,1,47.59751516,-122.3263671,1,0
0,1,47.6517664,-122.3523588,1,0
0,1,47.60441291,-122.3298416,1,0
0,1,47.69020301,-122.2907139,1,0
0,1,47.69426013,-122.3660138,1,0
0,1,47.61470459,-122.3447935,1,0
0,2,47.68658255,-122.3445014,1,0
0,1,47.59928515,-122.3010606,1,0
0,1,47.57947494,-122.3133819,1,0
0,1,47.6106779,-122.335574,1,0
0,0,47.57864117,-122.3213989,1,0
0,1,47.56018185,-122.3854839,1,0
0,1,47.66129874,-122.3176382,1,0
0,2,47.65134881,-122.3499345,1,0
0,0,47.66490848,-122.3142101,1,0
0,1,47.72828827,-122.2922502,1,0
0,1,47.72776725,-122.345027,1,0
0,1,47.61657884,-122.3479638,1,0
0,1,47.7095915,-122.3246445,1,0
0,1,47.66293226,-122.3761191,1,0
0,1,47.7201838,-122.2946977,1,0
0,1,47.57947121,-122.312377,1,0
0,1,47.60348389,-122.3320622,1,0
0,1,47.60169676,-122.3187045,1,0
0,1,47.55101515,-122.3017402,1,0
0,1,47.51736038,-122.3551649,1,0
0,1,47.67595248,-122.387003,1,0
0,1,47.57498026,-122.3290589,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.54602662,-122.2759887,1,0
0,0,47.66491293,-122.3147264,1,0
0,1,47.5379713,-122.2815469,1,0
0,1,47.60981887,-122.3263485,1,0
0,1,47.73396449,-122.3140973,1,0
0,1,47.66398686,-122.3119516,1,0
0,1,47.6106811,-122.341958,1,0
0,1,47.61021404,-122.3366834,1,0
0,1,47.62616676,-122.2875285,1,0
0,1,47.60351535,-122.3174442,1,0
0,1,47.59919952,-122.3156821,1,0
0,1,47.61223354,-122.3141474,1,0
0,4,47.60287514,-122.3299704,1,0
0,1,47.66127698,-122.3142858,1,0
0,1,47.66490848,-122.3142101,1,0
0,1,47.65841559,-122.2820744,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.60701684,-122.330689,1,0
0,1,47.61271039,-122.3473724,1,0
0,1,47.63287898,-122.3269338,1,0
0,1,47.62545416,-122.3567027,1,0
0,1,47.53362406,-122.3926724,1,0
0,1,47.56289789,-122.2945509,1,0
0,1,47.56107185,-122.3854581,1,0
0,1,47.59614687,-122.2987607,1,0
0,1,47.61873029,-122.322864,1,0
0,1,47.60287514,-122.3299704,1,0
0,0,47.66126937,-122.3131297,1,0
0,1,47.62545228,-122.3553969,1,0
0,1,47.60680129,-122.333562,1,0
0,1,47.6026933,-122.3207399,1,0
0,1,47.62008656,-122.3113905,1,0
0,1,47.61852044,-122.3127423,1,0
0,1,47.62458297,-122.3567092,1,0
0,1,47.61807484,-122.3127494,1,0
0,0,47.66503531,-122.3385042,1,0
0,1,47.66829657,-122.2757977,1,0
0,1,47.52141079,-122.2699975,1,0
0,1,47.60165954,-122.2983927,1,0
0,1,47.57456878,-122.3090581,1,0
0,1,47.60451764,-122.328405,1,0
0,1,47.60726631,-122.3324513,1,0
0,0,47.56282888,-122.2872617,1,0
0,1,47.61160635,-122.3333538,1,0
0,1,47.61544972,-122.3307297,1,0
0,1,47.61096395,-122.3404521,1,0
0,1,47.73231424,-122.3555672,1,0
0,1,47.61617112,-122.3314166,1,0
0,1,47.54245797,-122.2839154,1,0
0,1,47.60171758,-122.3311262,1,0
0,2,47.61349514,-122.3167845,1,0
0,1,47.66395622,-122.2847796,1,0
0,1,47.66130624,-122.3187778,1,0
0,1,47.62048728,-122.3073505,1,0
0,1,47.59918458,-122.321737,1,0
0,1,47.67237399,-122.3875871,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.69382204,-122.3445606,1,0
0,1,47.59918906,-122.3172228,1,0
0,1,47.6022093,-122.3308964,1,0
0,0,47.66866691,-122.3762145,1,0
0,1,47.65062623,-122.3057203,1,0
0,1,47.61296336,-122.3207624,1,0
0,1,47.54369252,-122.2995163,1,0
0,1,47.60785918,-122.3406688,1,0
0,1,47.6196648,-122.3342609,1,0
0,1,47.61027471,-122.3413434,1,0
0,1,47.70842569,-122.3013548,1,0
0,1,47.57929204,-122.3122122,1,0
0,1,47.7210914,-122.2941607,1,0
0,1,47.5210288,-122.3605081,1,0
0,1,47.56061615,-122.3078749,1,0
0,1,47.65314667,-122.3362945,1,0
0,1,47.62207494,-122.3475918,1,0
0,1,47.69150544,-122.3553063,1,0
0,1,47.6141441,-122.3478132,1,0
0,1,47.54468257,-122.376445,1,0
0,1,47.61458476,-122.3505416,1,0
0,1,47.61684047,-122.3305589,1,0
0,1,47.60998117,-122.3372399,1,0
0,1,47.66490848,-122.3142101,1,0
0,1,47.53357404,-122.2668724,1,0
0,1,47.62671902,-122.3475536,1,0
0,1,47.60782816,-122.3391053,1,0
0,1,47.61119988,-122.3391195,1,0
0,2,47.61851729,-122.3342549,1,0
0,1,47.58617471,-122.3259748,1,0
0,0,47.60820602,-122.3432697,1,0
0,1,47.61074295,-122.3387015,1,0
0,1,47.66827776,-122.3762151,1,0
0,1,47.67836976,-122.3275114,1,0
0,1,47.61528336,-122.337837,1,0
0,0,47.7316756,-122.3477718,1,0
0,0,47.61213646,-122.3353731,1,0
0,1,47.67598535,-122.3660234,1,0
0,1,47.6506255,-122.3505478,1,0
0,1,47.59928129,-122.3022335,1,0
0,0,47.5729186,-122.2940056,1,0
0,1,47.62199981,-122.3342742,1,0
0,1,47.6060184,-122.3236412,1,0
0,1,47.61213646,-122.3353731,1,0
0,1,47.60747976,-122.3295821,1,0
0,1,47.6171311,-122.348898,1,0
0,1,47.60773005,-122.3313425,1,0
0,1,47.59925976,-122.3054796,1,0
0,1,47.7214175,-122.3555426,1,0
0,1,47.64562378,-122.3258791,1,0
0,1,47.61568109,-122.3301764,1,0
0,1,47.56766757,-122.329235,1,0
0,1,47.61296336,-122.3207624,1,0
0,1,47.66127698,-122.3142858,1,0
0,1,47.60439255,-122.3275262,1,0
0,1,47.66308365,-122.3119657,1,0
0,1,47.70837218,-122.2907624,1,0
0,0,47.62088393,-122.3410765,1,0
0,1,47.72828827,-122.2922502,1,0
0,1,47.65143885,-122.3506428,1,0
0,1,47.54838526,-122.3630317,1,0
0,1,47.67393035,-122.3200575,1,0
0,1,47.60617557,-122.3027771,1,0
0,1,47.66495773,-122.3207029,1,0
0,1,47.52699346,-122.2794735,1,0
0,1,47.60726631,-122.3324513,1,0
0,1,47.6198982,-122.322206,1,0
0,1,47.65376806,-122.3440706,1,0
0,1,47.61409443,-122.3181409,1,0
1,0,47.61281375,-122.351186,1,0
0,1,47.70132479,-122.3231272,1,0
0,1,,,1,0
0,1,47.59040369,-122.3290502,1,0
0,1,47.71936148,-122.3068574,1,0
0,1,47.61603294,-122.343075,1,0
0,1,47.72685956,-122.345017,1,0
0,1,47.60619196,-122.3141653,1,0
0,0,47.62204124,-122.3384557,1,0
0,1,47.64846992,-122.3754954,1,0
0,0,47.60974973,-122.3377929,1,0
0,0,47.62327681,-122.3567199,1,0
0,1,47.61531034,-122.3026507,1,0
0,1,47.72828827,-122.2922502,1,0
0,1,47.6794143,-122.2850097,1,0
0,1,47.68277237,-122.3444844,1,0
0,2,47.66626672,-122.300605,1,0
0,1,47.54476682,-122.3805057,1,0
0,1,47.61120737,-122.337592,1,0
0,1,47.62601409,-122.3567003,1,0
0,1,47.61296336,-122.3207624,1,0
0,0,47.66129196,-122.3165789,1,0
0,1,47.61407567,-122.3207804,1,0
0,1,47.59587388,-122.3115296,1,0
0,2,47.66219592,-122.3682374,1,0
0,1,47.6086926,-122.3337568,1,0
0,3,47.68142809,-122.3553052,1,0
0,4,47.69241844,-122.3553208,1,0
0,1,47.71960136,-122.3555385,1,0
0,1,47.61977326,-122.3567467,1,0
0,1,47.70619885,-122.3232057,1,0
0,2,47.70399544,-122.3554414,1,0
0,1,47.51735387,-122.3540353,1,0
0,1,47.66503572,-122.3337187,1,0
0,1,47.62420725,-122.2951174,1,0
0,1,47.60484128,-122.3240969,1,0
0,1,47.70855484,-122.3168792,1,0
0,3,47.60633735,-122.3346715,1,0
0,1,47.61407567,-122.3207804,1,0
0,1,47.60351917,-122.3213581,1,0
0,1,47.66501085,-122.2956208,1,0
0,1,47.54605841,-122.285452,1,0
0,1,47.62090803,-122.3476013,1,0
0,1,47.52468198,-122.3651989,1,0
0,1,47.53695788,-122.270274,1,0
0,1,47.54468257,-122.376445,1,0
0,1,47.60872442,-122.3402442,1,0
0,1,47.6069823,-122.3260557,1,0
0,1,47.67947022,-122.3174134,1,0
0,1,47.64021209,-122.3740022,1,0
0,0,47.52258872,-122.392844,1,0
0,2,47.71123083,-122.299993,1,0
0,1,47.60726631,-122.3324513,1,0
0,1,47.60928514,-122.3389037,1,0
0,0,47.66217921,-122.3131157,1,0
1,0,47.58454186,-122.3029095,1,0
0,1,47.61394697,-122.3375632,1,0
0,1,47.67018719,-122.3875873,1,0
0,1,47.7050553,-122.3460348,1,0
0,1,47.73391359,-122.3093731,1,0
0,1,47.60721842,-122.3207524,1,0
0,1,47.6106779,-122.335574,1,0
0,1,47.61760953,-122.3318586,1,0
0,1,47.61995563,-122.3143166,1,0
0,1,47.60169337,-122.3167819,1,0
0,1,47.53481159,-122.3766106,1,0
0,0,47.6233423,-122.3436647,1,0
0,1,47.61458476,-122.3505416,1,0
0,0,47.68476349,-122.3472174,1,0
0,1,47.57834715,-122.2961881,1,0
0,1,47.60898795,-122.3363316,1,0
0,1,47.61860207,-122.3554531,1,0
0,1,47.57067633,-122.2899378,1,0
0,1,47.57557617,-122.3367881,1,0
0,2,47.61795105,-122.3575663,1,0
0,1,47.61521875,-122.3255288,1,0
0,1,47.60669266,-122.3349966,1,0
0,1,47.61584669,-122.3168635,1,0
0,1,47.62958359,-122.3598758,1,0
0,1,47.52281701,-122.2699879,1,0
0,1,47.56466116,-122.3725623,1,0
0,1,47.66503445,-122.3402075,1,0
0,1,47.61691834,-122.3525065,1,0
0,1,47.6765544,-122.3173732,1,0
0,1,47.6146004,-122.3426341,1,0
0,1,47.59665675,-122.3276806,1,0
0,1,47.610018,-122.3428202,1,0
0,0,47.53702877,-122.2853874,1,0
0,1,47.68693915,-122.36065,1,0
0,2,47.6136546,-122.3450019,1,0
0,1,47.72685956,-122.345017,1,0
0,2,47.66850835,-122.2834787,1,0
0,1,47.60441291,-122.3298416,1,0
0,1,47.60968542,-122.3346656,1,0
0,1,47.60087333,-122.3276597,1,0
0,1,47.59999132,-122.3303424,1,0
0,1,47.70270747,-122.3660626,1,0
0,1,47.71968341,-122.3289645,1,0
0,1,47.61114197,-122.3482549,1,0
0,1,47.61346582,-122.3289131,1,0
0,1,47.63598287,-122.3276496,1,0
0,1,47.61097444,-122.3381485,1,0
0,0,47.61524086,-122.3200162,1,0
0,1,47.61403122,-122.3496061,1,0
0,1,47.57167629,-122.364619,1,0
0,1,47.6635899,-122.351473,1,0
0,1,47.61410833,-122.316185,1,0
0,1,47.56608186,-122.2978484,1,0
0,1,47.69627424,-122.3728126,1,0
0,1,47.58189519,-122.3341998,1,0
0,1,47.72321155,-122.3449769,1,0
0,1,47.62321357,-122.3099624,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.71231922,-122.3448137,1,0
0,1,47.61827376,-122.3309994,1,0
0,1,47.65062623,-122.3057203,1,0
1,0,47.70519883,-122.3124298,1,0
0,1,47.67572937,-122.2652824,1,0
0,1,47.66827123,-122.395373,1,0
0,1,47.66309965,-122.314238,1,0
0,1,47.62925158,-122.3409683,1,0
0,1,47.69083721,-122.3203097,1,0
0,2,47.53935673,-122.2708347,1,0
0,1,47.71960136,-122.3555385,1,0
0,0,47.67941565,-122.2903762,1,0
0,1,47.59960074,-122.3150302,1,0
0,1,47.62481304,-122.3436522,1,0
0,1,47.66127698,-122.3142858,1,0
0,1,47.52617082,-122.2699832,1,0
0,1,47.62957257,-122.3566221,1,0
0,1,47.72048063,-122.3449468,1,0
0,1,47.61522608,-122.3221299,1,0
0,1,47.61170568,-122.3380477,1,0
0,0,47.61558986,-122.3101512,1,0
0,1,47.61139963,-122.3421839,1,0
0,2,47.66135728,-122.3277575,1,0
0,1,47.53158241,-122.2699904,1,0
0,1,47.66129874,-122.3176382,1,0
0,1,47.61740543,-122.3265378,1,0
0,1,47.61445724,-122.3298224,1,0
0,1,47.60733042,-122.3386501,1,0
0,1,47.60487637,-122.3287335,1,0
0,1,47.60819781,-122.3302243,1,0
0,1,47.68121965,-122.3187743,1,0
0,1,47.67172269,-122.3472584,1,0
0,1,47.60974973,-122.3377929,1,0
0,1,47.67573704,-122.2665651,1,0
0,1,47.68679538,-122.3887114,1,0
0,1,47.61594757,-122.334008,1,0
0,1,47.51685114,-122.2700248,1,0
0,1,47.59835189,-122.3250586,1,0
0,1,47.65957,-122.3422369,1,0
0,1,47.66126147,-122.3114272,1,0
0,1,47.56282752,-122.2947572,1,0
0,0,47.6686337,-122.3969787,1,0
0,1,47.72321155,-122.3449769,1,0
0,1,47.5992429,-122.3083171,1,0
0,2,47.57592341,-122.4120451,1,0
0,1,47.54602662,-122.2759887,1,0
0,1,47.51736038,-122.3551649,1,0
1,0,47.57541958,-122.2959096,1,0
0,1,47.67598535,-122.3660234,1,0
0,1,47.61002299,-122.302761,1,0
0,1,47.72746858,-122.3030085,1,0
0,1,47.61852163,-122.3353207,1,0
0,1,47.68947398,-122.3553012,1,0
0,2,47.54068414,-122.2830483,1,0
0,1,47.61410377,-122.3168358,1,0
0,2,47.61090129,-122.3428321,1,0
0,1,47.69769042,-122.3230849,1,0
0,1,47.52737851,-122.3766365,1,0
0,1,47.55117602,-122.2776641,1,0
0,1,47.61523531,-122.3207987,1,0
0,1,47.60576386,-122.3372165,1,0
0,1,47.60734183,-122.3418933,1,0
